name,price,description,link
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=112
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=113
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=108
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=101
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=111
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=400
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=001
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=401
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=601
Unisex UA SlipSpeed™ Mega Shoes,170,"The most versatile shoes we've ever made with a supersized midsole for mega energy. They feel great, cushion better, fit perfectly, handle your toughest runs, AND have a heel that converts easily from slip mode to speed mode., SUPERSIZED UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction,BREATHABLE UPPER: Durable ripstop material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from run mode to recover mode,*Laundry bag not included,Regular,Style #: 3028539,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_mega_shoes/3028539.html?dwvar_3028539_color=200
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=002
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=101
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=106
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=400
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=107
Men's UA Reign 6 Training Shoes,126.97 - 165,"With three points of ground contact and a strategically secure upper, this training shoe is built to support your best form as you lift, move, and crush your most explosive workout., UA WARP upper provides ultimate support in dynamic movements with TPU mesh for max durability & breathability,External heel clip & internal heel counter for added stability & support,Dual-density midsole is softer in the forefoot & firmer in the heel for better support & underfoot comfort,Updated UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Full-rubber outsole wraps up the sides for durability & added abrasion resistance with medial rope grip,Strategic rubber build under the toe box for a more powerful floor grip,Low to the ground build allows for greater feel & power transfer,Regular,Style #: 3027341,Offset: 2mm,Weight: 13.66 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=100
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=001
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=601
Men's UA Charged Verssert 2 Running Shoes,75.97 - 95,"With its soft, breathable upper, and responsive Charged Cushioning® that protects your foot against impact, these shoes could add miles to your run., Lightweight ripstop upper with suede overlays is super-durable & comfortable,Deluxe Comfort System sockliner molds to your foot for ultimate step-in comfort,Charged Cushioning® midsole provides all day comfort with responsiveness & durability,Lugged rubber outsole provides traction & durability on both road & trail surfaces,Regular,Style #: 3027178,Offset: 8mm,Weight: 10.4 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_verssert_2_running_shoes/3027178.html?dwvar_3027178_color=101
Men's UA Infinite Elite Running Shoes,200,"Working on your endurance? Built with our newest, springiest UA HOVR+ cushioning, UA Infinite Elite keeps your legs feeling fresh for endless conditioning power. So, when game-time comes you'll be outrunning everyone., UA IntelliKnit upper with micro details & textures creates a precision 1:1 fit for ultimate comfort,TPU heel clip for added support & lockdown with asymmetrical pull tab to help with ease of entry,Heel design helps you land smoothly, lessens impact & increases overall stability,3D-molded sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Lightweight, Thinweb rubber outsole designed to provide durability & rebound where needed,Regular,Style #: 3027189,Offset: 8mm,Weight: 11.5 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=300
Men's UA Valsetz Waterproof Zip Tactical Boots,215,"We took one of our best, most durable, and crazy-comfortable tactical boots up a notch with Charged Cushioning® you'll appreciate more the longer you're on your feet. With side zip for quick on/off., Light, breathable synthetic upper with PU overlays in high abrasion areas for added protection & durability,Waterproof boot liner for added shield from the elements,Medial side zip & pull loops on heel & tongue for easy on/off,Anti-fatigue, molded Contoura® Support footbeds with shock-absorbing foam,Full-length Charged Cushioning® midsole for the ultimate in lightweight, shock-absorbing comfort​,Durable Vibram XS Trek outsole is responsive on unpredictable terrain with great flexibility & wet traction,Fast-rope compatible arch resists wear from ladders & fast-roping,Regular,Style #: 3027679,ASTM F3445-21 Slip Resistant rated,Height: 8"",Weight: 18 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_waterproof_zip_tactical_boots/3027679.html?dwvar_3027679_color=001
Men's UA Charged Verssert 2 Running Shoes,75.97 - 95,"With its soft, breathable upper, and responsive Charged Cushioning® that protects your foot against impact, these shoes could add miles to your run., Lightweight ripstop upper with suede overlays is super-durable & comfortable,Deluxe Comfort System sockliner molds to your foot for ultimate step-in comfort,Charged Cushioning® midsole provides all day comfort with responsiveness & durability,Lugged rubber outsole provides traction & durability on both road & trail surfaces,Regular,Style #: 3027178,Offset: 8mm,Weight: 10.4 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_verssert_2_running_shoes/3027178.html?dwvar_3027178_color=201
Men's UA Charged Edge Wide (4E) Training Shoes,74.97 - 90,"These are built for training both in and out of the gym. Charged Cushioning® protects against impact, leather overlays give a stable fit, and the mesh upper is light and breathable., Breathable mesh upper with leather & synthetic overlays for durability & stability during dynamic movements,Dual-layer Ortholite sockliner for ultimate step-in comfort,Charged Cushioning® midsole uses compression molded foam for ultimate responsiveness & durability,Durable full rubber outsole with strategic pattern for pivot & traction,Wide,Style #: 3026860,Weight: 12.6 oz.,Offset: 8 mm,Lace type: Standard tie,Imported,4E Sizing built to better fit athletes with extra wide feet",https://www.underarmour.ca/en-ca/p/training/mens_ua_charged_edge_wide_4e_training_shoes/3026860.html?dwvar_3026860_color=001
Men's UA Charged Verssert 2 Running Shoes,75.97 - 95,"With its soft, breathable upper, and responsive Charged Cushioning® that protects your foot against impact, these shoes could add miles to your run., Lightweight ripstop upper with suede overlays is super-durable & comfortable,Deluxe Comfort System sockliner molds to your foot for ultimate step-in comfort,Charged Cushioning® midsole provides all day comfort with responsiveness & durability,Lugged rubber outsole provides traction & durability on both road & trail surfaces,Regular,Style #: 3027178,Offset: 8mm,Weight: 10.4 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_verssert_2_running_shoes/3027178.html?dwvar_3027178_color=301
Men's UA Edge Leather Wide (4E) Training Shoes,90,"These are built for training both in and out of the gym. Charged Cushioning® protects against impact, leather overlays give a stable fit, and the mesh upper is light and breathable., Breathable mesh upper with leather overlays for durability & stability during dynamic movements,Dual-layer Ortholite sockliner for ultimate step-in comfort,Charged Cushioning® midsole uses compression molded foam for ultimate responsiveness & durability,Durable full rubber outsole with strategic pattern for pivot & traction,Wide,Style #: 3028602,Weight: 13 oz.,Lace type: Standard tie,Imported,4E Sizing built to better fit athletes with extra wide feet",https://www.underarmour.ca/en-ca/p/mens_ua_edge_leather_wide_4e_training_shoes/3028602.html?dwvar_3028602_color=100
Men's UA Charged Verssert 2 Running Shoes,75.97 - 95,"With its soft, breathable upper, and responsive Charged Cushioning® that protects your foot against impact, these shoes could add miles to your run., Lightweight ripstop upper with suede overlays is super-durable & comfortable,Deluxe Comfort System sockliner molds to your foot for ultimate step-in comfort,Charged Cushioning® midsole provides all day comfort with responsiveness & durability,Lugged rubber outsole provides traction & durability on both road & trail surfaces,Regular,Style #: 3027178,Offset: 8mm,Weight: 10.4 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_verssert_2_running_shoes/3027178.html?dwvar_3027178_color=001
