link,name,price
https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_elite_running_shoes/3027189.html?dwvar_3027189_color=006,Men's UA Infinite Elite Running Shoes,$200
https://www.underarmour.ca/en-ca/p/training/mens_ua_reign_6_training_shoes/3027341.html?dwvar_3027341_color=101,Men's UA Reign 6 Training Shoes,$165
https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_slipspeed_training_shoes/3027049.html?dwvar_3027049_color=131,Unisex UA SlipSpeed™ Training Shoes,$150
https://www.underarmour.ca/en-ca/p/running/mens_ua_surge_4_running_shoes/3027000.html?dwvar_3027000_color=002,Men's UA Surge 4 Running Shoes,$80
https://www.underarmour.ca/en-ca/p/running/mens_ua_hovr_sonic_6_running_shoes/3026121.html?dwvar_3026121_color=001,Men's UA HOVR™ Sonic 6 Running Shoes,$130
https://www.underarmour.ca/en-ca/p/running/mens_ua_bandit_trail_3_running_shoes/3028657.html?dwvar_3028657_color=001,Men's UA Bandit Trail 3 Running Shoes,$115
https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=107,Unisex UA SlipSpeed™ Training Shoes,$150
https://www.underarmour.ca/en-ca/p/training/mens_project_rock_bsr_4_training_shoes/3027344.html?dwvar_3027344_color=402,Men's Project Rock BSR 4 Training Shoes,$120
https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_running_shoes/3027523.html?dwvar_3027523_color=103,Men's UA Infinite Running Shoes,$120
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_6_side_zip_tactical_boots/3025579.html?dwvar_3025579_color=001,"Men's UA Stellar G2 6"" Side Zip Tactical Boots",$130
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_assert_10_wide_4e_running_shoes/3026176.html?dwvar_3026176_color=400,Men's UA Charged Assert 10 Wide (4E) Running Shoes,$95
https://www.underarmour.ca/en-ca/p/running/mens_ua_velociti_4_running_shoes/3027585.html?dwvar_3027585_color=104,Men's UA Velociti 4 Running Shoes,$165
https://www.underarmour.ca/en-ca/p/training/mens_ua_commit_4_training_shoes/3026017.html?dwvar_3026017_color=106,Men's UA Commit 4 Training Shoes,$100
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_essential_runner_shoes/3028408.html?dwvar_3028408_color=104,Men's UA Essential Runner Shoes,$90
https://www.underarmour.ca/en-ca/p/golf/mens_ua_drive_fade_spikeless_golf_shoes/3026922.html?dwvar_3026922_color=001,Men's UA Drive Fade Spikeless Golf Shoes,$150
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_loadout_trek_waterproof_boots/3027681.html?dwvar_3027681_color=200,Men's UA Loadout Trek Waterproof Boots,$215
https://www.underarmour.ca/en-ca/p/running/mens_ua_velociti_4_armour_u_running_shoes/3027751.html?dwvar_3027751_color=600,Men's UA Velociti 4 Armour U Running Shoes,$175
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_wide_4e_tactical_boots/3027384.html?dwvar_3027384_color=001,Men's UA Valsetz Wide (4E) Tactical Boots,$180
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_loadout_tactical_boots/3027385.html?dwvar_3027385_color=200,Men's UA Loadout Tactical Boots,$200
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_phantom_1_shoes/3028384.html?dwvar_3028384_color=001,Men's UA Phantom 1 Shoes,$150
https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_phantom_4_day_of_the_dead_shoes/3027669.html?dwvar_3027669_color=001,Unisex UA Phantom 4 Day Of The Dead Shoes,$160
https://www.underarmour.ca/en-ca/p/training/mens_project_rock_7_training_shoes/3027600.html?dwvar_3027600_color=003,Men's Project Rock 7 Training Shoes,$190
https://www.underarmour.ca/en-ca/p/training/mens_ua_charged_edge_wide_4e_training_shoes/3026860.html?dwvar_3026860_color=003,Men's UA Charged Edge Wide (4E) Training Shoes,$90
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_waterproof_zip_tactical_boots/3027679.html?dwvar_3027679_color=001,Men's UA Valsetz Waterproof Zip Tactical Boots,$215
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_verssert_2_running_shoes/3027178.html?dwvar_3027178_color=001,Men's UA Charged Verssert 2 Running Shoes,$95
https://www.underarmour.ca/en-ca/p/mens_ua_edge_leather_wide_4e_training_shoes/3028602.html?dwvar_3028602_color=100,Men's UA Edge Leather Wide (4E) Training Shoes,$90
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_leadoff_mid_3.0_baseball_cleats/3027446.html?dwvar_3027446_color=001,Men's UA Leadoff Mid 3.0 Baseball Cleats,$55
https://www.underarmour.ca/en-ca/p/football/mens_ua_spotlight_4_mc_football_cleats/3027977.html?dwvar_3027977_color=100,Men's UA Spotlight 4 MC Football Cleats,$165
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_pursuit_3_wide_4e_running_shoes/3025801.html?dwvar_3025801_color=002,Men's UA Charged Pursuit 3 Wide (4E) Running Shoes,$95
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_waterproof_zip_tactical_boots/3026739.html?dwvar_3026739_color=001,Men's UA Stellar G2 Waterproof Zip Tactical Boots,$150
https://www.underarmour.ca/en-ca/p/training/mens_ua_edge_leather_training_shoes/3028375.html?dwvar_3028375_color=104,Men's UA Edge Leather Training Shoes,$90
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_6_tactical_boots/3025578.html?dwvar_3025578_color=001,"Men's UA Stellar G2 6"" Tactical Boots",$110
https://www.underarmour.ca/en-ca/p/football/mens_ua_blur_2_mc_suede_football_cleats/3027978.html?dwvar_3027978_color=101,Men's UA Blur 2 MC Suede Football Cleats,$150
https://www.underarmour.ca/en-ca/p/running/mens_ua_rogue_4_running_shoes/3026998.html?dwvar_3026998_color=100,Men's UA Rogue 4 Running Shoes,$105
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_leadoff_low_rm_3.0_baseball_cleats/3027447.html?dwvar_3027447_color=001,Men's UA Leadoff Low RM 3.0 Baseball Cleats,$50
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_charged_revitalize_running_shoes/3026679.html?dwvar_3026679_color=002,Men's UA Charged Revitalize Running Shoes,$85
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_wide_2e_tactical_boots/3024948.html?dwvar_3024948_color=001,Men's UA Stellar G2 Wide (2E) Tactical Boots,$130
https://www.underarmour.ca/en-ca/p/golf/mens_ua_drive_pro_golf_shoes/3026918.html?dwvar_3026918_color=100,Men's UA Drive Pro Golf Shoes,$215
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_micro_g_strikefast_mid_tactical_shoes/3025575.html?dwvar_3025575_color=001,Men's UA Micro G® Strikefast Mid Tactical Shoes,$140
https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/unisex_curry_3z_24_basketball_shoes/3027626.html?dwvar_3027626_color=400,Unisex Curry 3Z 24 Basketball Shoes,$105
https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/unisex_curry_11_team_basketball_shoes/3027637.html?dwvar_3027637_color=104,Unisex Curry 11 Team Basketball Shoes,$170
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_zip_tactical_boots/3027383.html?dwvar_3027383_color=001,Men's UA Valsetz Zip Tactical Boots,$195
https://www.underarmour.ca/en-ca/p/running/mens_ua_bandit_trail_3_running_shoes/3028371.html?dwvar_3028371_color=101,Men's UA Bandit Trail 3 Running Shoes,$100
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_ignite_pro_slides/3026023.html?dwvar_3026023_color=001,Men's UA Ignite Pro Slides,$45
https://www.underarmour.ca/en-ca/p/armour_week/unisex_ua_spawn_6_mid_basketball_shoes/3027647.html?dwvar_3027647_color=001,Unisex UA Spawn 6 Mid Basketball Shoes,$150
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_pursuit_3_big_logo_running_shoes/3026518.html?dwvar_3026518_color=104,Men's UA Charged Pursuit 3 Big Logo Running Shoes,$95
https://www.underarmour.ca/en-ca/p/basketball/unisex_ua_futr_x_4_basketball_shoes/3027639.html?dwvar_3027639_color=003,Unisex UA FUTR X 4 Basketball Shoes,$155
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_harper_9_turf_usa_baseball_shoes/3027440.html?dwvar_3027440_color=101,Men's UA Harper 9 Turf USA Baseball Shoes,$150
https://www.underarmour.ca/en-ca/p/running/unisex_ua_infinite_pro_storm_running_shoes/3027588.html?dwvar_3027588_color=100,Unisex UA Infinite Pro Storm Running Shoes,$190
https://www.underarmour.ca/en-ca/p/training/mens_ua_commit_4_wide_4e_training_shoes/3026018.html?dwvar_3026018_color=001,Men's UA Commit 4 Wide (4E) Training Shoes,$100
https://www.underarmour.ca/en-ca/p/golf/mens_ua_drive_pro_spikeless_golf_shoes/3026920.html?dwvar_3026920_color=101,Men's UA Drive Pro Spikeless Golf Shoes,$190
https://www.underarmour.ca/en-ca/p/running/mens_ua_hovr_sonic_6_wide_2e_running_shoes/3026821.html?dwvar_3026821_color=001,Men's UA HOVR™ Sonic 6 Wide (2E) Running Shoes,$130
https://www.underarmour.ca/en-ca/p/golf/mens_ua_phantom_goin_under_golf_shoes/3028521.html?dwvar_3028521_color=001,Men's UA Phantom Goin' Under Golf Shoes,$175
https://www.underarmour.ca/en-ca/p/training/unisex_project_rock_7_luxe_training_shoes/3027666.html?dwvar_3027666_color=200,Unisex Project Rock 7 Luxe Training Shoes,$190
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_harper_9_rm_baseball_cleats/3027442.html?dwvar_3027442_color=103,Men's UA Harper 9 RM Baseball Cleats,$65
https://www.underarmour.ca/en-ca/p/golf/mens_ua_drive_pro_wide_golf_shoes/3026919.html?dwvar_3026919_color=100,Men's UA Drive Pro Wide Golf Shoes,$215
https://www.underarmour.ca/en-ca/p/football/mens_ua_spotlight_franchise_4_rm_wide_football_cleats/3027292.html?dwvar_3027292_color=001,Men's UA Spotlight Franchise 4 RM Wide Football Cleats,$70
https://www.underarmour.ca/en-ca/p/training/mens_project_rock_7_training_shoes/3027668.html?dwvar_3027668_color=300,Men's Project Rock 7 Training Shoes,$190
https://www.underarmour.ca/en-ca/p/hiking_and_hunting/mens_ua_charged_maven_trek_waterproof_trail_shoes/3026735.html?dwvar_3026735_color=201,Men's UA Charged Maven Trek Waterproof Trail Shoes,$155
https://www.underarmour.ca/en-ca/p/football/mens_ua_spotlight_franchise_4_rm_football_cleats/3027293.html?dwvar_3027293_color=100,Men's UA Spotlight Franchise 4 RM Football Cleats,$70
https://www.underarmour.ca/en-ca/p/football/mens_ua_highlight_2_rm_football_cleats/3027300.html?dwvar_3027300_color=100,Men's UA Highlight 2 RM Football Cleats,$80
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_ignite_select_slides/3027219.html?dwvar_3027219_color=001,Men's UA Ignite Select Slides,$35
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_loadout_waterproof_rough_out_boots/3028011.html?dwvar_3028011_color=200,Men's UA Loadout Waterproof Rough Out Boots,$220
https://www.underarmour.ca/en-ca/p/unisex_ua_futr_x_4_basketball_shoes/3028333.html?dwvar_3028333_color=100,Unisex UA FUTR X 4 Basketball Shoes,$155
https://www.underarmour.ca/en-ca/p/mens_ua_loadout_waterproof_boots/3027680.html?dwvar_3027680_color=001,Men's UA Loadout Waterproof Boots,$220
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_protect_tactical_boots/3024947.html?dwvar_3024947_color=001,Men's UA Stellar G2 Protect Tactical Boots,$145
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_locker_iv_slides/3023758.html?dwvar_3023758_color=001,Men's UA Locker IV Slides,$25
https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/unisex_curry_4_low_flotro_basketball_shoes/3026620.html?dwvar_3026620_color=100,Unisex Curry 4 Low FloTro Basketball Shoes,$170
https://www.underarmour.ca/en-ca/p/training/mens_ua_dynamic_intelliknit_training_shoes/3027177.html?dwvar_3027177_color=001,Men's UA Dynamic IntelliKnit Training Shoes,$165
https://www.underarmour.ca/en-ca/p/running/unisex_ua_infinite_pro_trail_running_shoes/3027202.html?dwvar_3027202_color=102,Unisex UA Infinite Pro Trail Running Shoes,$175
https://www.underarmour.ca/en-ca/p/fishing/mens_ua_micro_g_kilchis_camo_fishing_shoes/3024616.html?dwvar_3024616_color=100,Men's UA Micro G® Kilchis Camo Fishing Shoes,$100
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_court_96_suede_shoes/3028765.html?dwvar_3028765_color=103,Men's UA Court 96 Suede Shoes,$125
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_harper_9_pro_tpu_usa_baseball_cleats/3027439.html?dwvar_3027439_color=100,Men's UA Harper 9 Pro TPU USA Baseball Cleats,$150
https://www.underarmour.ca/en-ca/p/soccer/mens_ua_magnetico_elite_4_fg_soccer_cleats/3027700.html?dwvar_3027700_color=700,Men's UA Magnetico Elite 4 FG Soccer Cleats,$315
https://www.underarmour.ca/en-ca/p/running/mens_ua_infinite_pro_running_shoes/3027190.html?dwvar_3027190_color=100,Men's UA Infinite Pro Running Shoes,$165
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_micro_g_strikefast_protect_tactical_shoes/3025842.html?dwvar_3025842_color=002,Men's UA Micro G® Strikefast Protect Tactical Shoes,$145
https://www.underarmour.ca/en-ca/p/color_shop-_fresh_greens/mens_ua_micro_g_kilchis_fishing_shoes/3023739.html?dwvar_3023739_color=200,Men's UA Micro G® Kilchis Fishing Shoes,$100
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_harper_9_pro_st_baseball_cleats/3027445.html?dwvar_3027445_color=104,Men's UA Harper 9 Pro ST Baseball Cleats,$150
https://www.underarmour.ca/en-ca/p/hiking_and_hunting/mens_ua_maven_waterproof_trail_running_shoes/3027206.html?dwvar_3027206_color=003,Men's UA Maven Waterproof Trail Running Shoes,$140
https://www.underarmour.ca/en-ca/p/sportswear/unisex_ua_phantom_4_luxe_shoes/3027874.html?dwvar_3027874_color=001,Unisex UA Phantom 4 Luxe Shoes,$150
https://www.underarmour.ca/en-ca/p/training/mens_ua_dynamic_select_training_shoes/3026608.html?dwvar_3026608_color=001,Men's UA Dynamic Select Training Shoes,$125
https://www.underarmour.ca/en-ca/p/track_and_field/unisex_ua_sprint_pro_3_track_spikes/3022516.html?dwvar_3022516_color=003,Unisex UA Sprint Pro 3 Track Spikes,$150
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_mid_tactical_boots/3027382.html?dwvar_3027382_color=001,Men's UA Valsetz Mid Tactical Boots,$170
https://www.underarmour.ca/en-ca/p/sportswear/unisex_project_rock_3_slides/3026034.html?dwvar_3026034_color=001,Unisex Project Rock 3 Slides,$85
https://www.underarmour.ca/en-ca/p/soccer/mens_ua_magnetico_pro_4_fg_soccer_cleats/3027699.html?dwvar_3027699_color=001,Men's UA Magnetico Pro 4 FG Soccer Cleats,$175
https://www.underarmour.ca/en-ca/p/running/unisex_ua_velociti_elite_2_running_shoes/3027205.html?dwvar_3027205_color=004,Unisex UA Velociti Elite 2 Running Shoes,$315
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_breeze_2_running_shoes/3026135.html?dwvar_3026135_color=001,Men's UA Charged Breeze 2 Running Shoes,$110
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_micro_g_strikefast_protect_wide_2e_tactical_shoes/3025984.html?dwvar_3025984_color=001,Men's UA Micro G® Strikefast Protect Wide (2E) Tactical Shoes,$145
https://www.underarmour.ca/en-ca/p/football/mens_ua_hammer_2_mc_football_cleats/3027306.html?dwvar_3027306_color=001,Men's UA Hammer 2 MC Football Cleats,$140
https://www.underarmour.ca/en-ca/p/training/ua_project_rock_bsr_4_ro/6003632.html?dwvar_6003632_color=625,UA Project Rock BSR 4 RO,$125
https://www.underarmour.ca/en-ca/p/basketball/unisex_curry_1_low_flotro_basketball_shoes/3026278.html?dwvar_3026278_color=400,Unisex Curry 1 Low FloTro Basketball Shoes,$170
https://www.underarmour.ca/en-ca/p/golf/mens_ua_phantom_golf_shoes/3027485.html?dwvar_3027485_color=101,Men's UA Phantom Golf Shoes,$175
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_stellar_g2_tactical_boots/3024946.html?dwvar_3024946_color=001,Men's UA Stellar G2 Tactical Boots,$130
https://www.underarmour.ca/en-ca/p/basketball/unisex_ua_jet_23_basketball_shoes/3026634.html?dwvar_3026634_color=003,Unisex UA Jet '23 Basketball Shoes,$100
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_valsetz_tactical_boots/3027381.html?dwvar_3027381_color=200,Men's UA Valsetz Tactical Boots,$180
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_court_96_shoes/3028633.html?dwvar_3028633_color=001,Men's UA Court 96 Shoes,$125
https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/unisex_curry_12_gravity_basketball_shoes/3027629.html?dwvar_3027629_color=100,Unisex Curry 12 'Gravity' Basketball Shoes,$170
https://www.underarmour.ca/en-ca/p/golf/mens_ua_charged_draw_2_wide_golf_shoes/3026401.html?dwvar_3026401_color=003,Men's UA Charged Draw 2 Wide Golf Shoes,$140
https://www.underarmour.ca/en-ca/p/running/mens_ua_escape_4_running_shoes/3028234.html?dwvar_3028234_color=002,Men's UA Escape 4 Running Shoes,$110
https://www.underarmour.ca/en-ca/p/golf/mens_ua_charged_draw_2_spikeless_golf_shoes/3026399.html?dwvar_3026399_color=002,Men's UA Charged Draw 2 Spikeless Golf Shoes,$125
https://www.underarmour.ca/en-ca/p/golf/mens_ua_hovr_forge_rc_spikeless_golf_shoes/3024366.html?dwvar_3024366_color=104,Men's UA HOVR™ Forge RC Spikeless Golf Shoes,$150
https://www.underarmour.ca/en-ca/p/track_and_field/unisex_ua_kick_sprint_4_track_spikes/3025461.html?dwvar_3025461_color=002,Unisex UA Kick Sprint 4 Track Spikes,$90
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_yard_mt_3.0_baseball_cleats/3027450.html?dwvar_3027450_color=100,Men's UA Yard MT 3.0 Baseball Cleats,$125
https://www.underarmour.ca/en-ca/p/basketball/unisex_curry_3z_24_suede_basketball_shoes/3028191.html?dwvar_3028191_color=100,Unisex Curry 3Z 24 Suede Basketball Shoes,$105
https://www.underarmour.ca/en-ca/p/golf/mens_ua_charged_draw_2_golf_shoes/3026398.html?dwvar_3026398_color=100,Men's UA Charged Draw 2 Golf Shoes,$140
https://www.underarmour.ca/en-ca/p/soccer/mens_ua_shadow_elite_2_fg_soccer_cleats/3027239.html?dwvar_3027239_color=001,Men's UA Shadow Elite 2 FG Soccer Cleats,$275
https://www.underarmour.ca/en-ca/p/track_and_field/unisex_ua_hovr_silencer_track_shoes/3022517.html?dwvar_3022517_color=003,Unisex UA HOVR™ Silencer Track Shoes,$140
https://www.underarmour.ca/en-ca/p/track_and_field/unisex_ua_hovr_smokerider_track_spikes/3021831.html?dwvar_3021831_color=004,Unisex UA HOVR™ Smokerider Track Spikes,$130
https://www.underarmour.ca/en-ca/p/running/unisex_ua_hovr_skyline_high_jump_track_spikes/3022518.html?dwvar_3022518_color=100,Unisex UA HOVR™ Skyline High Jump Track Spikes,$140
https://www.underarmour.ca/en-ca/p/running/mens_ua_rogue_4_wide_4e_running_shoes/3027004.html?dwvar_3027004_color=002,Men's UA Rogue 4 Wide (4E) Running Shoes,$105
https://www.underarmour.ca/en-ca/p/running/unisex_ua_shakedown_elite_2_track_spikes/3027959.html?dwvar_3027959_color=100,Unisex UA Shakedown Elite 2 Track Spikes,$190
https://www.underarmour.ca/en-ca/p/military_and_tactical_boots/mens_ua_hovr_infil_tactical_boots/3026369.html?dwvar_3026369_color=001,Men's UA HOVR™ Infil Tactical Boots,$250
https://www.underarmour.ca/en-ca/p/running/mens_ua_charged_pursuit_3_running_shoes/3024878.html?dwvar_3024878_color=005,Men's UA Charged Pursuit 3 Running Shoes,$95
https://www.underarmour.ca/en-ca/p/baseball/mens_ua_harper_9_pro_tpu_baseball_cleats/3027444.html?dwvar_3027444_color=104,Men's UA Harper 9 Pro TPU Baseball Cleats,$140
https://www.underarmour.ca/en-ca/p/hiking_and_hunting/mens_ua_charged_maven_trek_trail_shoes/3026370.html?dwvar_3026370_color=002,Men's UA Charged Maven Trek Trail Shoes,$140
https://www.underarmour.ca/en-ca/p/sandals_and_slides/mens_ua_ignite_pro_graphic_strap_slides/3026024.html?dwvar_3026024_color=402,Men's UA Ignite Pro Graphic Strap Slides,$45
https://www.underarmour.ca/en-ca/p/hiking_and_hunting/mens_ua_charged_maven_trail_running_shoes/3026136.html?dwvar_3026136_color=206,Men's UA Charged Maven Trail Running Shoes,$110
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_summit_trek_shoes/3028345.html?dwvar_3028345_color=103,Men's UA Summit Trek Shoes,$115
https://www.underarmour.ca/en-ca/p/sandals_and_slides/mens_ua_locker_camo_slides/3024449.html?dwvar_3024449_color=002,Men's UA Locker Camo Slides,$28
https://www.underarmour.ca/en-ca/p/sportswear/mens_ua_ignite_select_graphic_slides/3027220.html?dwvar_3027220_color=102,Men's UA Ignite Select Graphic Slides,$35
https://www.underarmour.ca/en-ca/p/football/mens_ua_highlight_2_mc_knit_football_cleats/3027304.html?dwvar_3027304_color=001,Men's UA Highlight 2 MC Knit Football Cleats,$175
